geometry|lat|lon|name|rating|type|zona_estudio|category|sub_cat
POINT (-78.5133584 -0.2213578)|-0.2213578|-78.5133584|Credit union Tio Pilahuin|3.6|bank|TOCTIUCO|local_economy|finance
POINT (-78.51396220000001 -0.2223122)|-0.2223122|-78.51396220000001|Banco Pichincha|4.0|bank|TOCTIUCO|local_economy|finance
POINT (-78.5127164 -0.221443)|-0.221443|-78.5127164|Banco del Austro|3.7|bank|TOCTIUCO|local_economy|finance
POINT (-78.51017030000001 -0.2196472)|-0.2196472|-78.51017030000001|Produbanco|3.1|bank|TOCTIUCO|local_economy|finance
POINT (-78.5129165 -0.2231438)|-0.2231438|-78.5129165|Banco Internacional - Agencia Plaza Santo Domingo|3.1|bank|TOCTIUCO|local_economy|finance
POINT (-78.50784139999999 -0.2050524)|-0.2050524|-78.50784139999999|CACSPMEC - Cooperativa de Ahorro y Crédito|4.4|bank|TOCTIUCO|local_economy|finance
POINT (-78.5080648 -0.2230948)|-0.2230948|-78.5080648|Tu Banco Banco Aquí||bank|TOCTIUCO|local_economy|finance
POINT (-78.5330737 -0.2140173)|-0.2140173|-78.5330737|Pichincha My Neighbor|3.0|bank|TOCTIUCO|local_economy|finance
POINT (-78.5162418 -0.2154538)|-0.2154538|-78.5162418|Coop Daquilema|2.5|bank|TOCTIUCO|local_economy|finance
POINT (-78.5186306 -0.2198697999999999)|-0.2198697999999999|-78.5186306|Banco Pichincha|3.5|bank|TOCTIUCO|local_economy|finance
POINT (-78.51532850000001 -0.2165382)|-0.2165382|-78.51532850000001|Cooperativa Policía Nacional||bank|TOCTIUCO|local_economy|finance
POINT (-78.5172623 -0.2197317999999999)|-0.2197317999999999|-78.5172623|Alli Tarpuk||bank|TOCTIUCO|local_economy|finance
POINT (-78.5166424 -0.2196026)|-0.2196026|-78.5166424|Euro Centro||bank|TOCTIUCO|local_economy|finance
POINT (-78.51405609999999 -0.2201072)|-0.2201072|-78.51405609999999|Cooperativa San Francisco de Asís Ltda.|3.0|bank|TOCTIUCO|local_economy|finance
POINT (-78.5139599 -0.2201202)|-0.2201202|-78.5139599|Cooperativa Policía Nacional||bank|TOCTIUCO|local_economy|finance
POINT (-78.5052338 -0.2035415)|-0.2035415|-78.5052338|Ñucanchi Peña|4.4|bar|TOCTIUCO|local_economy|entertainment
POINT (-78.507408 -0.2212182)|-0.2212182|-78.507408|Bandido Brewing|4.7|bar|TOCTIUCO|local_economy|entertainment
POINT (-78.5232816 -0.2113386)|-0.2113386|-78.5232816|FRANQUICIA CN FRUTELEG GROUP|4.5|bar|TOCTIUCO|local_economy|entertainment
POINT (-78.52187599999999 -0.2082434)|-0.2082434|-78.52187599999999|Licores la Canchita|5.0|bar|TOCTIUCO|local_economy|entertainment
POINT (-78.52467109999999 -0.2057382)|-0.2057382|-78.52467109999999|Wasikamak||bar|TOCTIUCO|local_economy|entertainment
POINT (-78.51938899999999 -0.212157)|-0.212157|-78.51938899999999|Claro de luna música para bodas y eventos||bar|TOCTIUCO|local_economy|entertainment
POINT (-78.519565 -0.2130641)|-0.2130641|-78.519565|Mavy Steak House||bar|TOCTIUCO|local_economy|entertainment
POINT (-78.5195111 -0.2136723)|-0.2136723|-78.5195111|Licoreria Enguenio Espejo||bar|TOCTIUCO|local_economy|entertainment
POINT (-78.5262954 -0.2181081)|-0.2181081|-78.5262954|Ruta 66||bar|TOCTIUCO|local_economy|entertainment
POINT (-78.517533 -0.2123835)|-0.2123835|-78.517533|Jgst||bar|TOCTIUCO|local_economy|entertainment
POINT (-78.5238251 -0.2207099)|-0.2207099|-78.5238251|Aqui Estoy||bar|TOCTIUCO|local_economy|entertainment
POINT (-78.51491949999999 -0.2141969)|-0.2141969|-78.51491949999999|LICORERIA EL AMANECER|5.0|bar|TOCTIUCO|local_economy|entertainment
POINT (-78.5133458 -0.215461)|-0.215461|-78.5133458|Imbabura|5.0|bar|TOCTIUCO|local_economy|entertainment
POINT (-78.51758219999999 -0.2210066)|-0.2210066|-78.51758219999999|Yahuarcocha|4.2|bar|TOCTIUCO|local_economy|entertainment
POINT (-78.5122754 -0.2155773)|-0.2155773|-78.5122754|EDISON BAQUERO||bar|TOCTIUCO|local_economy|entertainment
POINT (-78.51661639999999 -0.2213671)|-0.2213671|-78.51661639999999|La Gaviota||bar|TOCTIUCO|local_economy|entertainment
POINT (-78.5192694 -0.2234922)|-0.2234922|-78.5192694|Salsa Pa'l Barrio|4.9|bar|TOCTIUCO|local_economy|entertainment
POINT (-78.5106259 -0.211804)|-0.211804|-78.5106259|"LICORERÍA ""LA ESQUINA DEL SABOR"""||bar|TOCTIUCO|local_economy|entertainment
POINT (-78.5098048 -0.2190947)|-0.2190947|-78.5098048|En-Dulce|4.6|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.52534469999999 -0.2071409)|-0.2071409|-78.52534469999999|Panadería|4.8|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.52075719999999 -0.2072476)|-0.2072476|-78.52075719999999|Panaderia, MICROMERCADO EL PAN NUESTRO, Pasteleria, Horneado de Pavos|4.5|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.5217275 -0.2058888)|-0.2058888|-78.5217275|MCake||bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.5186349 -0.2089724)|-0.2089724|-78.5186349|Super Pan|4.6|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.5191217 -0.2147393)|-0.2147393|-78.5191217|Arte en Chocolate|5.0|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.51900479999999 -0.2153004)|-0.2153004|-78.51900479999999|Panadería MIS DELICIAS|4.3|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.5175343 -0.2127403)|-0.2127403|-78.5175343|MoriHouse|5.0|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.5237547 -0.218345)|-0.218345|-78.5237547|Casa antonio|4.1|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.51344449999999 -0.2104879)|-0.2104879|-78.51344449999999|Panadería y Pastelería CakeFrut|5.0|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.5177941 -0.2194819)|-0.2194819|-78.5177941|Panadería y Pastelería Plenitud||bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.512481 -0.2102855)|-0.2102855|-78.512481|Panificadora GOLDEN|4.1|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.51208299999999 -0.2104191)|-0.2104191|-78.51208299999999|Anis Pan|4.2|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.5118624 -0.2105361000000001)|-0.2105361000000001|-78.5118624|Pastelería Elite|3.3|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.5117665 -0.2102941)|-0.2102941|-78.5117665|Flor Pan Panadería||bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.5182897 -0.2218383)|-0.2218383|-78.5182897|Pasteleria Camila|5.0|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.5200952 -0.2074919)|-0.2074919|-78.5200952|Sala de Belleza Veronica|5.0|beauty_salon|TOCTIUCO|local_economy|services
POINT (-78.5205521 -0.2154054)|-0.2154054|-78.5205521|STYLE LIS Nails||beauty_salon|TOCTIUCO|local_economy|services
POINT (-78.519862 -0.2222919)|-0.2222919|-78.519862|Peluquería|4.7|beauty_salon|TOCTIUCO|local_economy|services
POINT (-78.5113729 -0.2072693)|-0.2072693|-78.5113729|Estilo Peluquería y Belleza Mar García|5.0|beauty_salon|TOCTIUCO|local_economy|services
POINT (-78.5135489 -0.2188215999999999)|-0.2188215999999999|-78.5135489|BioInsufarma||beauty_salon|TOCTIUCO|local_economy|services
POINT (-78.5126018 -0.2182815)|-0.2182815|-78.5126018|Jeimy Elegancia y Estilo||beauty_salon|TOCTIUCO|local_economy|services
POINT (-78.5152324 -0.2217464)|-0.2217464|-78.5152324|Victoria Import|4.4|beauty_salon|TOCTIUCO|local_economy|services
POINT (-78.50983169999999 -0.2087038)|-0.2087038|-78.50983169999999|Vitti Beauty Salon||beauty_salon|TOCTIUCO|local_economy|services
POINT (-78.51161820000002 -0.2179763)|-0.2179763|-78.51161820000002|Beauty Studio||beauty_salon|TOCTIUCO|local_economy|services
POINT (-78.5087886 -0.2090773)|-0.2090773|-78.5087886|Cremas Emmita|5.0|beauty_salon|TOCTIUCO|local_economy|services
POINT (-78.5142261 -0.2225473)|-0.2225473|-78.5142261|SPA NIÑAS|5.0|beauty_salon|TOCTIUCO|local_economy|services
POINT (-78.5070216 -0.2056421)|-0.2056421|-78.5070216|Alpha Cycling||bicycle_store|TOCTIUCO|local_economy|stores
POINT (-78.50774849999999 -0.2210285)|-0.2210285|-78.50774849999999|Bici & Motos|4.5|bicycle_store|TOCTIUCO|local_economy|stores
POINT (-78.5042965 -0.2120413)|-0.2120413|-78.5042965|CICLO CUENCA|4.6|bicycle_store|TOCTIUCO|local_economy|stores
POINT (-78.5132601 -0.2208959)|-0.2208959|-78.5132601|Librería San Pablo|4.4|book_store|TOCTIUCO|local_economy|stores
POINT (-78.52024689999999 -0.2148858)|-0.2148858|-78.52024689999999|Fabrisobres||book_store|TOCTIUCO|local_economy|stores
POINT (-78.51283529999999 -0.2179416)|-0.2179416|-78.51283529999999|Su Libreria|4.6|book_store|TOCTIUCO|local_economy|stores
POINT (-78.5094903 -0.2053696)|-0.2053696|-78.5094903|CEAFAX|4.2|book_store|TOCTIUCO|local_economy|stores
POINT (-78.51550739999999 -0.2233786)|-0.2233786|-78.51550739999999|Huiñai Librería|4.9|book_store|TOCTIUCO|local_economy|stores
POINT (-78.5143883 -0.2224607)|-0.2224607|-78.5143883|Libreria Cristiana|4.5|book_store|TOCTIUCO|local_economy|stores
POINT (-78.510071 -0.2181625)|-0.2181625|-78.510071|Libreria La Luz|4.6|book_store|TOCTIUCO|local_economy|stores
POINT (-78.50957989999999 -0.2177706)|-0.2177706|-78.50957989999999|Bookstore (English, Spanish, French, Etc)|4.5|book_store|TOCTIUCO|local_economy|stores
POINT (-78.50926919999999 -0.218501)|-0.218501|-78.50926919999999|Libreria||book_store|TOCTIUCO|local_economy|stores
POINT (-78.5080151 -0.215918)|-0.215918|-78.5080151|Libros en Ingles||book_store|TOCTIUCO|local_economy|stores
POINT (-78.5077967 -0.216892)|-0.216892|-78.5077967|Mundibooks|5.0|book_store|TOCTIUCO|local_economy|stores
POINT (-78.506312 -0.2156685)|-0.2156685|-78.506312|Stela Sur punto de Venta Salle Centro||book_store|TOCTIUCO|local_economy|stores
POINT (-78.5056184 -0.2037191)|-0.2037191|-78.5056184|Vernaza Grafic Matriz|4.6|storage|TOCTIUCO|local_economy|services
POINT (-78.5084475 -0.1958095)|-0.1958095|-78.5084475|Le Chevalier Obscur|5.0|book_store|TOCTIUCO|local_economy|stores
POINT (-78.5152054 -0.2212368)|-0.2212368|-78.5152054|Bolivar Y Cuenca||bus_station|TOCTIUCO|built_environment|transportation
POINT (-78.5135777 -0.219708)|-0.219708|-78.5135777|Café Águila de Oro|4.6|cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5141987 -0.2242824)|-0.2242824|-78.5141987|Panaderia Reina de la Paz|4.4|cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5098769 -0.2223951)|-0.2223951|-78.5098769|Café Dios No Muere|4.3|cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5224533 -0.209661)|-0.209661|-78.5224533|MaMía|5.0|cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5213988 -0.2144898)|-0.2144898|-78.5213988|Casa Cultural Tixi Ramirez||cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5155035 -0.2161805)|-0.2161805|-78.5155035|Cafetería Mamita Luz||cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5133651 -0.2082615)|-0.2082615|-78.5133651|Sabores de mi Tierra by MONSE||cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5182742 -0.2199493)|-0.2199493|-78.5182742|Cafetería San Francisco||cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.51208299999999 -0.2104191)|-0.2104191|-78.51208299999999|Anis Pan|4.2|bakery|TOCTIUCO|local_economy|food and drinks
POINT (-78.51743309999999 -0.220771)|-0.220771|-78.51743309999999|El Buen Café|4.4|cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.51603089999999 -0.2195812)|-0.2195812|-78.51603089999999|Colegio San Andres Centro|4.2|cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.51478949999999 -0.2187286)|-0.2187286|-78.51478949999999|Crepes Y Jugos Local 14||cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5112881 -0.2107306)|-0.2107306|-78.5112881|"Centro de Nutrición Herbalife ""Helthy Protein Bar"""||cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5110451 -0.2110397)|-0.2110397|-78.5110451|Quillaloma Cafetería|4.6|cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5127459 -0.2171089)|-0.2171089|-78.5127459|Cafetería Vera|5.0|cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5160889 -0.2216669000000001)|-0.2216669000000001|-78.5160889|El zaguán cafetería (humitas y quimbolitos)|4.7|cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5128234 -0.2182047)|-0.2182047|-78.5128234|Kimberly restaurante|5.0|cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5127201 -0.2180946)|-0.2180946|-78.5127201|"Cafeteria ""La Merced"""|4.3|cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.51516389999999 -0.2212727)|-0.2212727|-78.51516389999999|Minka Organic Chocolate|4.5|cafe|TOCTIUCO|local_economy|food and drinks
POINT (-78.5180171 -0.2278499)|-0.2278499|-78.5180171|CAMPING URBANO YAVIRAK|5.0|campground|TOCTIUCO|natural_environment|entertainment
POINT (-78.5226899 -0.212589)|-0.212589|-78.5226899|Talleres CEMI|5.0|car_repair|TOCTIUCO|local_economy|services
POINT (-78.5036411 -0.2097007)|-0.2097007|-78.5036411|FAROLMEC METALMECANICA, Hierro Forjado, Estructuras Metálicas, Venta, Alquiler Andamios, Concreteras|5.0|locksmith|TOCTIUCO|local_economy|services
POINT (-78.5238047 -0.2085595)|-0.2085595|-78.5238047|Lubri center Arellano||car_repair|TOCTIUCO|local_economy|services
POINT (-78.5187682 -0.2079123)|-0.2079123|-78.5187682|LA CASA DEL REPUESTO D.J.J|5.0|car_repair|TOCTIUCO|local_economy|services
POINT (-78.5180606 -0.2129668)|-0.2129668|-78.5180606|Automotive Mechanic Workshop|4.8|car_repair|TOCTIUCO|local_economy|services
POINT (-78.5163815 -0.2109088)|-0.2109088|-78.5163815|Mecanico Toyota|5.0|car_repair|TOCTIUCO|local_economy|services
POINT (-78.5122995 -0.2124316)|-0.2124316|-78.5122995|Multiservicios The Flash (Lavadora - Lubricadora - Vulcanizadora)||car_repair|TOCTIUCO|local_economy|services
POINT (-78.5116847 -0.2099548)|-0.2099548|-78.5116847|Lavadora Y Lubricadora MAAS|4.8|car_repair|TOCTIUCO|local_economy|services
POINT (-78.5112724 -0.2103986)|-0.2103986|-78.5112724|Travel Cars|4.5|car_repair|TOCTIUCO|local_economy|services
POINT (-78.50974719999999 -0.211982)|-0.211982|-78.50974719999999|VECE GLASS|1.0|car_repair|TOCTIUCO|local_economy|services
POINT (-78.50934149999999 -0.2113063)|-0.2113063|-78.50934149999999|Tecnisota||car_repair|TOCTIUCO|local_economy|services
POINT (-78.50921269999999 -0.2113306)|-0.2113306|-78.50921269999999|Distribuidora de Frenos F&G||car_repair|TOCTIUCO|local_economy|services
POINT (-78.50908810000001 -0.2096987)|-0.2096987|-78.50908810000001|Taller automotriz Colombia|5.0|car_repair|TOCTIUCO|local_economy|services
POINT (-78.5088293 -0.2078206)|-0.2078206|-78.5088293|MantenCar Ec|4.9|car_repair|TOCTIUCO|local_economy|services
POINT (-78.508167 -0.210393)|-0.210393|-78.508167|Lubrirepuestos Don Juanito|4.7|car_repair|TOCTIUCO|local_economy|services
POINT (-78.50820619999999 -0.2124096)|-0.2124096|-78.50820619999999|Recti-Power Rectificadora|4.9|car_repair|TOCTIUCO|local_economy|services
POINT (-78.5103768 -0.2082178)|-0.2082178|-78.5103768|Lavadora y Lubricadora Reina del Cisne|5.0|car_wash|TOCTIUCO|local_economy|services
POINT (-78.50914399999999 -0.2071784)|-0.2071784|-78.50914399999999|2WheelsWash|3.8|car_wash|TOCTIUCO|local_economy|services
POINT (-78.5094732 -0.2053849)|-0.2053849|-78.5094732|AUTO LUJOS SOFIA||car_wash|TOCTIUCO|local_economy|services
POINT (-78.5276533 -0.2307950999999999)|-0.2307950999999999|-78.5276533|Lavadora y lubricadora MAGDA|5.0|car_wash|TOCTIUCO|local_economy|services
POINT (-78.52435559999999 -0.2311166)|-0.2311166|-78.52435559999999|Lavadora exprés||car_wash|TOCTIUCO|local_economy|services
POINT (-78.5036344 -0.2067365)|-0.2067365|-78.5036344|Pintada||car_wash|TOCTIUCO|local_economy|services
POINT (-78.5224252 -0.2254359)|-0.2254359|-78.5224252|Cementerio de San Diego|4.2|cemetery|TOCTIUCO|built_environment|public_space
POINT (-78.5181688 -0.2140047)|-0.2140047|-78.5181688|Cementerio El Tejar|3.8|cemetery|TOCTIUCO|built_environment|public_space
POINT (-78.5073788 -0.2149879)|-0.2149879|-78.5073788|Cementerio Sagrado Corazón de Jesús|5.0|cemetery|TOCTIUCO|built_environment|public_space
POINT (-78.51257249999999 -0.2204725)|-0.2204725|-78.51257249999999|Catedral Metropolitana de Quito|4.7|tourist_attraction|TOCTIUCO|built_environment|public_space
POINT (-78.51275 -0.2206163)|-0.2206163|-78.51275|Church of the Tabernacle|4.8|tourist_attraction|TOCTIUCO|built_environment|public_space
POINT (-78.50765179999999 -0.2149867)|-0.2149867|-78.50765179999999|Basílica del Voto Nacional|4.8|church|TOCTIUCO|built_environment|public_space
POINT (-78.5136555 -0.2209494)|-0.2209494|-78.5136555|Church of the Society of Jesus|4.8|tourist_attraction|TOCTIUCO|built_environment|public_space
POINT (-78.5091145 -0.2226913)|-0.2226913|-78.5091145|Kingdom Hall|4.7|church|TOCTIUCO|built_environment|public_space
POINT (-78.51787639999999 -0.2144315)|-0.2144315|-78.51787639999999|Toca de Asís, Quito|4.4|church|TOCTIUCO|built_environment|public_space
POINT (-78.5137149 -0.2181473)|-0.2181473|-78.5137149|Iglesia de Nuestra Señora de La Merced|4.7|tourist_attraction|TOCTIUCO|built_environment|public_space
POINT (-78.5257941 -0.2090241)|-0.2090241|-78.5257941|Iglesia Alianza Agape|4.3|church|TOCTIUCO|built_environment|public_space
POINT (-78.52569559999999 -0.207067)|-0.207067|-78.52569559999999|Iglesia San Salvador|4.0|church|TOCTIUCO|built_environment|public_space
POINT (-78.521964 -0.2148256)|-0.2148256|-78.521964|IGLESIA Cumbre LEVI||church|TOCTIUCO|built_environment|public_space
POINT (-78.5192594 -0.2082678)|-0.2082678|-78.5192594|Iglesia Católica Sagrado Corazón de Jesús - Miraflores Alto|4.6|church|TOCTIUCO|built_environment|public_space
POINT (-78.5180689 -0.212547)|-0.212547|-78.5180689|Casa de Luz Quito||church|TOCTIUCO|built_environment|public_space
POINT (-78.5173162 -0.2140686)|-0.2140686|-78.5173162|Iglesia de el Tejar|4.4|church|TOCTIUCO|built_environment|public_space
POINT (-78.51626759999999 -0.2148796)|-0.2148796|-78.51626759999999|Casa de Dios (El Tejar)|5.0|church|TOCTIUCO|built_environment|public_space
POINT (-78.5227079 -0.2201709)|-0.2201709|-78.5227079|"Iglesia ""La Gloria de Dios"""|5.0|church|TOCTIUCO|built_environment|public_space
POINT (-78.5243613 -0.2206547)|-0.2206547|-78.5243613|Iglesia Jesús El Buen Pastor|5.0|church|TOCTIUCO|built_environment|public_space
POINT (-78.5232035 -0.2205206)|-0.2205206|-78.5232035|iglesia embajadores de cristo|1.0|church|TOCTIUCO|built_environment|public_space
POINT (-78.52312289999999 -0.2205514)|-0.2205514|-78.52312289999999|Centro Cristiano Evangélico Horeb||church|TOCTIUCO|built_environment|public_space
POINT (-78.5140404 -0.210501)|-0.210501|-78.5140404|Capilla Católica Virgen de El Quinche - San Juan|3.0|church|TOCTIUCO|built_environment|public_space
POINT (-78.52328349999999 -0.2219868)|-0.2219868|-78.52328349999999|iglesia Católica Apostólica ortodoxo ecuador||church|TOCTIUCO|built_environment|public_space
POINT (-78.5257194 -0.2083871)|-0.2083871|-78.5257194|Casa Barrial San Salvador||city_hall|TOCTIUCO|built_environment|public_space
POINT (-78.51202529999999 -0.2226085)|-0.2226085|-78.51202529999999|Hotel Boutique Plaza Sucre|4.3|lodging|TOCTIUCO|local_economy|services
POINT (-78.5125539 -0.2224691)|-0.2224691|-78.5125539|Hotel San Francisco de Quito|4.2|lodging|TOCTIUCO|local_economy|services
POINT (-78.5157251 -0.2208811)|-0.2208811|-78.5157251|Hotel Boutique Portal de Cantuña|4.5|lodging|TOCTIUCO|local_economy|services
POINT (-78.5120666 -0.2194316)|-0.2194316|-78.5120666|Hotel Plaza Grande Quito|4.7|lodging|TOCTIUCO|local_economy|services
POINT (-78.51540059999999 -0.2211899)|-0.2211899|-78.51540059999999|Casa Gangotena|4.8|lodging|TOCTIUCO|local_economy|services
POINT (-78.5100236 -0.2211351)|-0.2211351|-78.5100236|Hostal Quito Cultural|4.2|lodging|TOCTIUCO|local_economy|services
POINT (-78.51761139999999 -0.1924381)|-0.1924381|-78.51761139999999|Vulqano Park|4.2|amusement_park|TOCTIUCO|built_environment|entertainment
POINT (-78.509174 -0.2208669)|-0.2208669|-78.509174|Hostal Mia Leticia|4.4|lodging|TOCTIUCO|local_economy|services
POINT (-78.5099563 -0.2210091)|-0.2210091|-78.5099563|Hotel Viena|4.2|lodging|TOCTIUCO|local_economy|services
POINT (-78.51118860000001 -0.2185667)|-0.2185667|-78.51118860000001|Hotel Patio Andaluz|4.6|lodging|TOCTIUCO|local_economy|services
POINT (-78.5102819 -0.2161021)|-0.2161021|-78.5102819|Hotel Casa Gardenia|4.6|lodging|TOCTIUCO|local_economy|services
POINT (-78.513013 -0.2267741)|-0.2267741|-78.513013|Hotel Principal|4.4|lodging|TOCTIUCO|local_economy|services
POINT (-78.51001629999999 -0.2230568)|-0.2230568|-78.51001629999999|Casa San Marcos|4.6|lodging|TOCTIUCO|local_economy|services
POINT (-78.51409819999999 -0.223349)|-0.223349|-78.51409819999999|Viajero|4.6|lodging|TOCTIUCO|local_economy|services
POINT (-78.51072239999999 -0.2189544)|-0.2189544|-78.51072239999999|Hotel El Relicario Del Carmen Hotel|4.6|lodging|TOCTIUCO|local_economy|services
POINT (-78.51364679999999 -0.2248488)|-0.2248488|-78.51364679999999|La Casona de la Ronda Hotel|4.7|tourist_attraction|TOCTIUCO|built_environment|public_space
POINT (-78.5092219 -0.2146269)|-0.2146269|-78.5092219|Hospedaje Huanacauri Quito|3.9|lodging|TOCTIUCO|local_economy|services
